,Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
461,SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
462,SXQ267,How old were you when you were first told that you had genital warts?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
463,SXQ280,Are you circumcised or uncircumcised?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
464,SXQ295,Which of the following best represents how you think of yourself?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
465,SXQ296,Which of the following best represents how you think of yourself?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
466,SXQ410,"In your lifetime, with how many men have you had anal or oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
467,SXQ490,"In the past 12 months, with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
468,SXQ550,"In the past 12 months, with how many men have you had anal or oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
469,SXQ610,"In the past 12 months, about how many times have you had {vaginal or anal/vaginal/anal} sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
470,SXQ624,"In your lifetime, on how many men have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
471,SXQ627,"In the past 12 months, on how many men have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
472,SXQ636,"In your lifetime, on how many women have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
473,SXQ639,"In the past 12 months, on how many women have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
474,SXQ645,"When you performed oral sex in the past 12 months, how often would you use protection, like a condom or dental dam?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
475,SXQ648,"In the past 12 months, did you have any kind of sex with a person that you never had sex with before?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
476,SXQ700,"Have you ever had vaginal sex, also called sexual intercourse, with a man? This means a man's penis in your vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
477,SXQ703,Have you ever performed oral sex on a man? This means putting your mouth on a man's penis or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
478,SXQ706,Have you ever had anal sex? This means contact between a man's penis and your anus or butt.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
479,SXQ709,"Have you ever had any kind of sex with a woman? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
480,SXQ724,"In your lifetime, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
481,SXQ727,"In the past 12 months, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
482,SXQ741,Have you ever performed oral sex on a woman? Performing oral sex means your mouth on a woman's vagina or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
483,SXQ753,Has a doctor or other health care professional ever told you that you had human papillomavirus or HPV?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
484,SXQ800,"Have you ever had vaginal sex, also called sexual intercourse, with a woman? This means your penis in a woman's vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
485,SXQ803,Have you ever performed oral sex on a woman? This means putting your mouth on a woman's vagina or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
486,SXQ806,Have you ever had anal sex with a woman? Anal sex means contact between your penis and a woman's anus or butt.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
487,SXQ809,"Have you ever had any kind of sex with a man, including oral or anal?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
488,SXQ824,"In your lifetime, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
489,SXQ827,"In the past 12 months, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
490,SXQ836,"In your lifetime, with how many men have you had anal sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
491,SXQ841,"In the past 12 months, with how many men have you had anal sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
492,SXQ853,Have you ever performed oral sex on a man? Performing oral sex means your mouth on a man's penis or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
493,SEQN,Respondent sequence number.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
494,SXD021,"Ever had vaginal, anal, or oral sex.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
495,SXD031,"How old were you the first time you had any kind of sex, including {vaginal, anal, or oral / vaginal or anal / vaginal or oral / anal or oral / vaginal / anal / oral}?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
496,SXD101,"In your lifetime, with how many men have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
497,SXD171,"In your lifetime, with how many women have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
498,SXD450,"In the past 12 months, with how many men have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
499,SXD510,"In the past 12 months, with how many women have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
500,SXQ130,"In your lifetime with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
501,SXQ251,"In the past 12 months, about how often have you had {vaginal or anal/vaginal/anal} sex without using a condom?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
502,SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
503,SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
504,SXQ267,How old were you when you were first told that you had genital warts?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
505,SXQ280,Are you circumcised or uncircumcised?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
506,SXQ410,"In your lifetime, with how many men have you had anal or oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
507,SXQ490,"In the past 12 months, with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
508,SXQ550,"In the past 12 months, with how many men have you had anal or oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
509,SXQ610,"In the past 12 months, about how many times have you had {vaginal or anal/vaginal/anal} sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
510,SXQ624,"In your lifetime, on how many men have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
511,SXQ627,"In the past 12 months, on how many men have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
512,SXQ636,"In your lifetime, on how many women have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
513,SXQ639,"In the past 12 months, on how many women have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
514,SXQ645,"When you performed oral sex in the past 12 months, how often would you use protection, like a condom or dental dam?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
515,SXQ648,"In the past 12 months, did you have any kind of sex with a person that you never had sex with before?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
516,SXQ700,"Have you ever had vaginal sex, also called sexual intercourse, with a man? This means a man's penis in your vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
517,SXQ703,Have you ever performed oral sex on a man? This means putting your mouth on a man's penis or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
518,SXQ706,Have you ever had anal sex? This means contact between a man's penis and your anus or butt.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
519,SXQ709,"Have you ever had any kind of sex with a woman? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
520,SXQ724,"In your lifetime, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
521,SXQ727,"In the past 12 months, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
522,SXQ741,Have you ever performed oral sex on a woman? Performing oral sex means your mouth on a woman's vagina or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
523,SXQ753,Has a doctor or other health care professional ever told you that you had human papillomavirus or HPV?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
524,SXQ800,"Have you ever had vaginal sex, also called sexual intercourse, with a woman? This means your penis in a woman's vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
525,SXQ803,Have you ever performed oral sex on a woman? This means putting your mouth on a woman's vagina or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
526,SXQ806,Have you ever had anal sex with a woman? Anal sex means contact between your penis and a woman's anus or butt.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
527,SXQ809,"Have you ever had any kind of sex with a man, including oral or anal?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
528,SXQ824,"In your lifetime, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
529,SXQ827,"In the past 12 months, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
530,SXQ836,"In your lifetime, with how many men have you had anal sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
531,SXQ841,"In the past 12 months, with how many men have you had anal sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
532,SXQ853,Have you ever performed oral sex on a man? Performing oral sex means your mouth on a man's penis or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
533,ECD010,First I have some questions about {SP NAME's} birth. How old was {SP NAME's} biological mother when {s/he} was born?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
534,ECD070A,How much did {SP NAME} weigh at birth?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
535,ECD070B,How much did {SP NAME} weigh at birth?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
536,ECQ020,Did {SP NAME's} biological mother smoke at any time while she was pregnant with {him/her}?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
537,ECQ080,Did {SP NAME} weigh . . .,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
538,ECQ090,Did {SP NAME} weigh . . .,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
539,ECQ150,Are you now doing anything to help {SP} control {his/her} weight?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
540,MCQ080E,Has a doctor or health professional ever told you that {SP} was overweight?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
541,SEQN,Respondent sequence number.,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
542,WHQ030E,How do you consider {SP} weight?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
543,HSQ590,"Except for tests {you/SP} may have had as part of blood donations, {have you/has he/has she} ever had {your/his/her} blood tested for the AIDS virus infection?",P_HSQ,Current Health Status,2017,2020,Questionnaire,None
544,SEQN,Respondent sequence number.,P_HSQ,Current Health Status,2017,2020,Questionnaire,None
545,DED120,"The next questions ask about the time you spent outdoors during the past 30 days. By outdoors, I mean outside and not under any shade. How much time did you usually spend outdoors between 9 in the morning and 5 in the afternoon on the days that you worked or went to school?",P_DEQ,Dermatology,2017,2020,Questionnaire,None
546,DED125,"During the past 30 days, how much time did you usually spend outdoors between 9 in the morning and 5 in the afternoon on the days when you were not working or going to school?",P_DEQ,Dermatology,2017,2020,Questionnaire,None
547,DEQ034A,"When {you go/SP goes} outside on a very sunny day, for more than one hour, how often {do you/does SP} Stay in the shade?",P_DEQ,Dermatology,2017,2020,Questionnaire,None
548,DEQ034C,Wear a long sleeved shirt? Would you say . . .,P_DEQ,Dermatology,2017,2020,Questionnaire,None
549,DEQ034D,Use sunscreen? Would you say . . .,P_DEQ,Dermatology,2017,2020,Questionnaire,None
550,SEQN,Respondent sequence number.,P_DEQ,Dermatology,2017,2020,Questionnaire,None
551,SEQN,Respondent sequence number.,P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
552,WHQ030M,Do you consider yourself now to be . . .,P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
553,WHQ500,Which of the following are you trying to do about your weight:,P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
554,WHQ520,"In the past year, how often have you tried to lose weight? Would you say . . .",P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
555,OSD030aa,How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 1st time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
556,OSD030ab,How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 2nd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
557,OSD030ac,How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 3rd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
558,OSD030ba,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 1st time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
559,OSD030bb,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist 2nd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
560,OSD030bc,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 3rd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
561,OSD030bd,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 4th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
562,OSD030be,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 5th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
563,OSD030BF,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 6th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
564,OSD030ca,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 1st time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
565,OSD030cb,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 2nd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
566,OSD030cc,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 3rd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
567,OSD030cd,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 4th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
568,OSD030ce,How old {were you/was SP} when {you/s/he} fractured {your/his/her} {hip/wrist/spine} {the {1st/2nd/10th or more recent time . . .} time}?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
569,OSD050aa,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
570,OSD050ab,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
571,OSD050ac,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
572,OSD050ba,Did that fracture occur as a result of. . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
573,OSD050bb,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
574,OSD050bc,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
575,OSD050bd,Did that fracture occur as a result of.....,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
576,OSD050be,Did that fracture occur as a result of.....,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
577,OSD050ca,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
578,OSD050cb,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
579,OSD050cc,Did that fracture occur as a result of.....,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
580,OSD050cd,Did that fracture occur as a result of.....,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
581,OSD050ce,Did that fracture occur as a result of.....,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
582,OSD110a,How old {were you/was SP} when {you/SP} fractured {your/his/her} (fracture site selected in OSQ100a) for the first time after age 20?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
583,OSD110b,How old {were you/was SP} when {you/SP} fractured {your/his/her} (fracture site selected in OSQ100b) for the first time after age 20?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
584,OSD110c,How old {were you/was SP} when {you/SP} fractured {your/his/her} (fracture site selected in OSQ100c) for the first time after age 20?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
585,OSD110d,How old {were you/was SP} when {you/SP} fractured {your/his/her} (fracture site selected in OSQ100d) for the first time after age 20?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
586,OSD110e,How old {were you/was SP} when {you/SP} fractured {your/his/her} (fracture site selected in OSQ100e) for the first time after age 20?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
587,OSD110f,How old {were you/was SP} when {you/SP} fractured {your/his/her} (fracture site selected in 05OSQ.100) for the first time after age 20?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
588,OSD110j,How old {were you/was SP} when {you/SP} fractured {your/his/her} (fracture site selected in OSQ.100) for the first time after age 20?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
589,OSQ010a,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .hip?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
590,OSQ010b,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .wrist?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
591,OSQ010c,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .spine?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
592,OSQ020a,How many times {have you/has SP} broken or fractured {your/his/her} hip?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
593,OSQ020b,How many times {have you/has SP} broken or fractured {your/his/her} wrist?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
594,OSQ020c,How many times {have you/has SP} broken or fractured {your/his/her} spine?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
595,OSQ040aa,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
596,OSQ040ab,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
597,OSQ040ac,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
598,OSQ040ba,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
599,OSQ040bb,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
600,OSQ040bc,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
601,OSQ040bd,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
602,OSQ040be,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
603,OSQ040BF,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
604,OSQ040ca,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
605,OSQ040cb,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
606,OSQ040cc,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
607,OSQ040cd,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
608,OSQ040ce,{Were you/Was SP} . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
609,OSQ060,"Has a doctor ever told {you/SP} that {you/s/he} had osteoporosis, sometimes called thin or brittle bones?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
610,OSQ072,Please look at the drugs on this card that are prescribed for osteoporosis. {Have you/Has SP} ever been told by a doctor or other health care professional to take a prescribed medicine for osteoporosis?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
611,OSQ080,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bone after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
612,OSQ090a,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
613,OSQ090b,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
614,OSQ090c,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
615,OSQ090d,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
616,OSQ090e,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
617,OSQ090f,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
618,OSQ090g,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
619,OSQ090h,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
620,OSQ090i,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
621,OSQ090j,"Was this fracture the result of severe trauma such as a car accident, being struck by a vehicle, a physical attack, or a hard fall such as falling off a ladder or down stairs?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
622,OSQ100a,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
623,OSQ100b,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
624,OSQ100c,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
625,OSQ100d,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
626,OSQ100e,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
627,OSQ100f,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
628,OSQ100j,Please look at this card and tell me where the fracture occurred.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
629,OSQ120a,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
630,OSQ120b,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
631,OSQ120c,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
632,OSQ120d,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
633,OSQ120e,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
634,OSQ120f,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
635,OSQ120g,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
636,OSQ120h,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
637,OSQ120i,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
638,OSQ120j,Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured any other bones after {you were/s/he was} 20 years of age?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
639,OSQ130,{Have you/has SP} ever taken any prednisone or cortisone pills nearly every day for a month or longer? [Prednisone and cortisone are types of steroids.],P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
640,OSQ140q,Please think about {your/SP's} use of prednisone or cortisone during {your/his/her} lifetime. For how long did {you/s/he} use prednisone or cortisone nearly every day? Do not count the months or years when {you were/s/he was} not taking the medicine.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
641,OSQ140u,"How long used prednisone or cortisone: month, year?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
642,OSQ150,"Including living and deceased, were either of {your/SP's} biological parents ever told by a health professional that they had osteoporosis or brittle bones?",P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
643,OSQ160a,Mother was told had osteoporosis?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
644,OSQ160b,Father was told had osteoporosis?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
